,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,N,P,K ,temperature ,humidity,pH,rainfall
3908,Andhra Pradesh,KADAPA,2012,Rabi       ,rice,6601,19249,93,47,37,21.53346343,82.14004101,6.500343222,295.9248796
3944,Andhra Pradesh,KADAPA,2013,Kharif     ,rice,51753,148842,60,55,45,21.40865769,83.3293191,5.935745417,287.5766935
3973,Andhra Pradesh,KADAPA,2013,Rabi       ,rice,10959,29447,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657
4014,Andhra Pradesh,KADAPA,2014,Kharif     ,rice,42124,155648,65,37,40,23.35905428,83.59512273,5.333322606,188.413665
4043,Andhra Pradesh,KADAPA,2014,Rabi       ,rice,3761,10189,90,42,43,20.87974371,82.00274423,6.502985292,202.9355362
4055,Andhra Pradesh,KADAPA,2014,Whole Year ,rice,45885,165837,85,58,41,21.77046169,80.31964408,7.038096361,226.6555374
4064,Andhra Pradesh,KRISHNA,1997,Kharif     ,rice,257900,699400,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476
4076,Andhra Pradesh,KRISHNA,1997,Rabi       ,rice,116300,393500,74,35,40,26.49109635,80.15836264,6.980400905,242.8640342
4085,Andhra Pradesh,KRISHNA,1998,Kharif     ,rice,280800,759900,78,42,42,20.13017482,81.60487287,7.628472891,262.7173405
4097,Andhra Pradesh,KRISHNA,1998,Rabi       ,rice,134500,491200,69,37,42,23.05804872,83.37011772,7.073453503,251.0549998
4107,Andhra Pradesh,KRISHNA,1999,Kharif     ,rice,278415,834490,69,55,38,22.70883798,82.63941394,5.70080568,271.3248604
4118,Andhra Pradesh,KRISHNA,1999,Rabi       ,rice,127888,457596,94,53,40,20.27774362,82.89408619,5.718627178,241.9741949
4136,Andhra Pradesh,KRISHNA,2000,Kharif     ,rice,281343,868787,89,54,38,24.51588066,83.5352163,6.685346424,230.4462359
4151,Andhra Pradesh,KRISHNA,2000,Rabi       ,rice,112917,408308,68,58,38,23.22397386,83.03322691,6.336253525,221.2091958
4173,Andhra Pradesh,KRISHNA,2001,Kharif     ,rice,245114,714507,91,53,40,26.52723513,81.41753846,5.386167788,264.6148697
4188,Andhra Pradesh,KRISHNA,2001,Rabi       ,rice,98472,358635,90,46,42,23.97898217,81.45061596,7.50283396,250.0832336
4211,Andhra Pradesh,KRISHNA,2002,Kharif     ,rice,243910,761243,78,58,44,26.80079604,80.88684822,5.108681786,284.4364567
4226,Andhra Pradesh,KRISHNA,2002,Rabi       ,rice,2185,5688,93,56,36,24.01497622,82.05687182,6.98435366,185.2773389
4267,Andhra Pradesh,KRISHNA,2003,Kharif     ,rice,222367,526565,94,50,37,25.66585205,80.66385045,6.94801983,209.5869708
4281,Andhra Pradesh,KRISHNA,2003,Rabi       ,rice,7486,19359,60,48,39,24.28209415,80.30025587,7.042299069,231.0863347
4316,Andhra Pradesh,KRISHNA,2004,Kharif     ,rice,245306,804849,85,38,41,21.58711777,82.7883708,6.249050656,276.6552459
4332,Andhra Pradesh,KRISHNA,2004,Rabi       ,rice,10017,31584,91,35,39,23.79391957,80.41817957,6.970859754,206.2611855
4353,Andhra Pradesh,KRISHNA,2005,Kharif     ,rice,254919,697203,77,38,36,21.8652524,80.1923008,5.953933276,224.5550169
4367,Andhra Pradesh,KRISHNA,2005,Rabi       ,rice,104332,409399,88,35,40,23.57943626,83.58760316,5.85393208,291.2986618
4387,Andhra Pradesh,KRISHNA,2006,Kharif     ,rice,251433,521221,89,45,36,21.32504158,80.47476396,6.442475375,185.4974732
4399,Andhra Pradesh,KRISHNA,2006,Rabi       ,rice,94862,355638,76,40,43,25.15745531,83.11713476,5.070175667,231.3843163
4417,Andhra Pradesh,KRISHNA,2007,Kharif     ,rice,261000,944000,67,59,41,21.94766735,80.97384195,6.012632591,213.3560921
4424,Andhra Pradesh,KRISHNA,2007,Rabi       ,rice,94000,355000,83,41,43,21.0525355,82.67839517,6.254028451,233.1075816
4436,Andhra Pradesh,KRISHNA,2008,Kharif     ,rice,273878,959395,98,47,37,23.48381344,81.33265073,7.375482851,224.0581164
4449,Andhra Pradesh,KRISHNA,2008,Rabi       ,rice,120655,467900,66,53,41,25.0756354,80.52389148,7.778915154,257.0038865
4469,Andhra Pradesh,KRISHNA,2009,Kharif     ,rice,228196,784310,97,59,43,26.35927159,84.04403589,6.286500176,271.3586137
4481,Andhra Pradesh,KRISHNA,2009,Rabi       ,rice,108442,424984,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026
4500,Andhra Pradesh,KRISHNA,2010,Kharif     ,rice,260350,722978,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647
4514,Andhra Pradesh,KRISHNA,2010,Rabi       ,rice,94991,367710,84,51,35,22.30157427,80.64416466,6.043304899,197.9791215
4535,Andhra Pradesh,KRISHNA,2011,Kharif     ,rice,262826,980105,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204
4548,Andhra Pradesh,KRISHNA,2011,Rabi       ,rice,9203,31437,92,35,40,22.17931888,80.33127223,6.357389366,200.0882787
4574,Andhra Pradesh,KRISHNA,2012,Kharif     ,rice,253166,908360,85,37,39,24.52783742,82.73685569,6.364134968,224.6757231
4594,Andhra Pradesh,KRISHNA,2012,Rabi       ,rice,11365,42244,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274
4617,Andhra Pradesh,KRISHNA,2013,Kharif     ,rice,264371,773285,88,54,44,25.7354293,83.88266234,6.149410611,233.1321372
4636,Andhra Pradesh,KRISHNA,2013,Rabi       ,rice,98951,402236,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987
4664,Andhra Pradesh,KRISHNA,2014,Kharif     ,rice,235212,788901,99,57,35,26.75754171,81.17734011,5.960370061,272.2999056
4683,Andhra Pradesh,KRISHNA,2014,Rabi       ,rice,52830,209894,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645
4691,Andhra Pradesh,KRISHNA,2014,Whole Year ,rice,288042,998795,60,43,44,21.01944696,82.95221726,7.416245107,298.4018471
4702,Andhra Pradesh,KURNOOL,1997,Kharif     ,rice,66300,176900,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554
4715,Andhra Pradesh,KURNOOL,1997,Rabi       ,rice,9000,23900,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228
4730,Andhra Pradesh,KURNOOL,1998,Kharif     ,rice,75100,221700,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977
4744,Andhra Pradesh,KURNOOL,1998,Rabi       ,rice,20900,44500,83,60,36,25.59704938,80.14509262,6.903985986,200.834898
4761,Andhra Pradesh,KURNOOL,1999,Kharif     ,rice,81640,225431,82,40,40,23.83067496,84.81360127,6.271478838,298.5601175
4774,Andhra Pradesh,KURNOOL,1999,Rabi       ,rice,12430,35695,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937
4799,Andhra Pradesh,KURNOOL,2000,Kharif     ,rice,93188,307427,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207
4820,Andhra Pradesh,KURNOOL,2000,Rabi       ,rice,13909,38083,76,49,42,24.958779,84.47963372,5.206373153,196.9560008
4849,Andhra Pradesh,KURNOOL,2001,Kharif     ,rice,43617,121779,74,39,38,23.24113501,84.59201843,7.782051313,233.0453455
4868,Andhra Pradesh,KURNOOL,2001,Rabi       ,rice,38162,98534,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087
4895,Andhra Pradesh,KURNOOL,2002,Kharif     ,rice,47948,100499,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781
4912,Andhra Pradesh,KURNOOL,2002,Rabi       ,rice,10974,24856,60,36,43,23.43121862,83.06310136,5.286203711,219.9048349
4954,Andhra Pradesh,KURNOOL,2003,Kharif     ,rice,34618,100635,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155
4973,Andhra Pradesh,KURNOOL,2003,Rabi       ,rice,4966,11377,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311
5013,Andhra Pradesh,KURNOOL,2004,Kharif     ,rice,61465,210702,65,60,43,21.97199397,81.89918197,5.658169482,227.3637009
5031,Andhra Pradesh,KURNOOL,2004,Rabi       ,rice,12058,37549,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725
5059,Andhra Pradesh,KURNOOL,2005,Kharif     ,rice,88555,292586,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466
5077,Andhra Pradesh,KURNOOL,2005,Rabi       ,rice,20079,65980,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583
5104,Andhra Pradesh,KURNOOL,2006,Kharif     ,rice,80692,270238,91,36,45,24.44345477,82.45432595,5.950647577,267.9761948
5121,Andhra Pradesh,KURNOOL,2006,Rabi       ,rice,12475,36764,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738
5146,Andhra Pradesh,KURNOOL,2007,Kharif     ,rice,90000,332000,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192
5157,Andhra Pradesh,KURNOOL,2007,Rabi       ,rice,19000,51000,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304
5173,Andhra Pradesh,KURNOOL,2008,Kharif     ,rice,84066,279856,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799
5189,Andhra Pradesh,KURNOOL,2008,Rabi       ,rice,27383,97073,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717
5214,Andhra Pradesh,KURNOOL,2009,Kharif     ,rice,81908,256454,70,36,42,21.84106875,80.72886384,6.946209881,202.3838319
5230,Andhra Pradesh,KURNOOL,2009,Rabi       ,rice,44772,157911,76,47,42,20.08369642,83.29114712,5.739175027,263.6372176
5256,Andhra Pradesh,KURNOOL,2010,Kharif     ,rice,104110,291475,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319
5273,Andhra Pradesh,KURNOOL,2010,Rabi       ,rice,32967,105626,99,54,37,21.14347496,80.33502926,5.594819626,198.6730942
5300,Andhra Pradesh,KURNOOL,2011,Kharif     ,rice,91984,333882,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414
5317,Andhra Pradesh,KURNOOL,2011,Rabi       ,rice,14738,46042,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304
5352,Andhra Pradesh,KURNOOL,2012,Kharif     ,rice,72625,276774,91,56,37,23.43191632,80.56887849,6.363472208,269.5039162
5381,Andhra Pradesh,KURNOOL,2012,Rabi       ,rice,16840,60102,61,52,41,24.97669518,83.891805,6.880431223,204.8001847
5412,Andhra Pradesh,KURNOOL,2013,Kharif     ,rice,92596,340383,67,45,38,22.72791041,82.1706881,7.300410836,260.8875056
5440,Andhra Pradesh,KURNOOL,2013,Rabi       ,rice,32298,118017,79,42,37,24.87300744,82.84022551,6.587918708,295.6094492
5476,Andhra Pradesh,KURNOOL,2014,Kharif     ,rice,91569,361514,78,43,42,21.32376327,83.00320459,7.283736617,192.3197536
5508,Andhra Pradesh,KURNOOL,2014,Rabi       ,rice,23329,82748,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906
5519,Andhra Pradesh,KURNOOL,2014,Whole Year ,rice,114898,444262,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793
5530,Andhra Pradesh,PRAKASAM,1997,Kharif     ,rice,62000,124300,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392
5544,Andhra Pradesh,PRAKASAM,1997,Rabi       ,rice,74200,222100,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429
5559,Andhra Pradesh,PRAKASAM,1998,Kharif     ,rice,72100,206700,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559
5574,Andhra Pradesh,PRAKASAM,1998,Rabi       ,rice,73800,248900,81,41,38,22.67846116,83.72874389,7.524080076,200.9133156
5591,Andhra Pradesh,PRAKASAM,1999,Kharif     ,rice,70189,190583,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504
5605,Andhra Pradesh,PRAKASAM,1999,Rabi       ,rice,54885,129541,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542
5628,Andhra Pradesh,PRAKASAM,2000,Kharif     ,rice,50601,156559,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883
5649,Andhra Pradesh,PRAKASAM,2000,Rabi       ,rice,96893,316840,67,43,39,26.04371967,84.96907151,5.999969026,186.7536773
5676,Andhra Pradesh,PRAKASAM,2001,Kharif     ,rice,40841,134204,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708
5695,Andhra Pradesh,PRAKASAM,2001,Rabi       ,rice,106540,385888,66,60,38,22.08576562,83.47038318,6.372576327,231.7364957
5723,Andhra Pradesh,PRAKASAM,2002,Kharif     ,rice,19256,46927,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629
5742,Andhra Pradesh,PRAKASAM,2002,Rabi       ,rice,46223,104325,84,50,44,25.48591986,81.40633547,5.935344406,182.6549356
5783,Andhra Pradesh,PRAKASAM,2003,Kharif     ,rice,14621,41992,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975
5803,Andhra Pradesh,PRAKASAM,2003,Rabi       ,rice,31497,79278,91,50,40,20.82477109,84.1341879,6.462391607,230.2242223
5842,Andhra Pradesh,PRAKASAM,2004,Kharif     ,rice,27435,95446,93,53,38,26.92995077,81.91411159,7.069172227,290.6793783
5860,Andhra Pradesh,PRAKASAM,2004,Rabi       ,rice,66134,220491,90,44,38,23.83509503,83.88387074,7.473134377,241.2013513
5885,Andhra Pradesh,PRAKASAM,2005,Kharif     ,rice,54390,144351,81,45,35,26.52872817,80.12267476,6.158376967,218.9163567
5900,Andhra Pradesh,PRAKASAM,2005,Rabi       ,rice,95020,340932,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491
5926,Andhra Pradesh,PRAKASAM,2006,Kharif     ,rice,41191,124809,60,51,36,22.69657794,82.81088865,6.028321558,256.9964761
5944,Andhra Pradesh,PRAKASAM,2006,Rabi       ,rice,79875,297215,88,46,42,22.68319059,83.46358271,6.604993475,194.2651719
5967,Andhra Pradesh,PRAKASAM,2007,Kharif     ,rice,47000,173000,93,47,37,21.53346343,82.14004101,6.500343222,295.9248796
5979,Andhra Pradesh,PRAKASAM,2007,Rabi       ,rice,80000,287000,60,55,45,21.40865769,83.3293191,5.935745417,287.5766935
5995,Andhra Pradesh,PRAKASAM,2008,Kharif     ,rice,47434,167774,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657
6011,Andhra Pradesh,PRAKASAM,2008,Rabi       ,rice,83957,314503,65,37,40,23.35905428,83.59512273,5.333322606,188.413665
6035,Andhra Pradesh,PRAKASAM,2009,Kharif     ,rice,32959,117730,90,42,43,20.87974371,82.00274423,6.502985292,202.9355362
6051,Andhra Pradesh,PRAKASAM,2009,Rabi       ,rice,96240,371390,85,58,41,21.77046169,80.31964408,7.038096361,226.6555374
6074,Andhra Pradesh,PRAKASAM,2010,Kharif     ,rice,48878,143300,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476
6090,Andhra Pradesh,PRAKASAM,2010,Rabi       ,rice,107903,376150,74,35,40,26.49109635,80.15836264,6.980400905,242.8640342
6114,Andhra Pradesh,PRAKASAM,2011,Kharif     ,rice,39122,134932,78,42,42,20.13017482,81.60487287,7.628472891,262.7173405
6131,Andhra Pradesh,PRAKASAM,2011,Rabi       ,rice,79396,292098,69,37,42,23.05804872,83.37011772,7.073453503,251.0549998
6163,Andhra Pradesh,PRAKASAM,2012,Kharif     ,rice,17820,64027,69,55,38,22.70883798,82.63941394,5.70080568,271.3248604
6191,Andhra Pradesh,PRAKASAM,2012,Rabi       ,rice,33942,125959,94,53,40,20.27774362,82.89408619,5.718627178,241.9741949
6222,Andhra Pradesh,PRAKASAM,2013,Kharif     ,rice,58034,213391,89,54,38,24.51588066,83.5352163,6.685346424,230.4462359
6250,Andhra Pradesh,PRAKASAM,2013,Rabi       ,rice,80544,318874,68,58,38,23.22397386,83.03322691,6.336253525,221.2091958
6286,Andhra Pradesh,PRAKASAM,2014,Kharif     ,rice,31764,121783,91,53,40,26.52723513,81.41753846,5.386167788,264.6148697
6315,Andhra Pradesh,PRAKASAM,2014,Rabi       ,rice,73533,284132,90,46,42,23.97898217,81.45061596,7.50283396,250.0832336
6327,Andhra Pradesh,PRAKASAM,2014,Whole Year ,rice,105297,405915,78,58,44,26.80079604,80.88684822,5.108681786,284.4364567
6336,Andhra Pradesh,SPSR NELLORE,1997,Kharif     ,rice,48700,127600,93,56,36,24.01497622,82.05687182,6.98435366,185.2773389
6348,Andhra Pradesh,SPSR NELLORE,1997,Rabi       ,rice,182100,544600,94,50,37,25.66585205,80.66385045,6.94801983,209.5869708
6361,Andhra Pradesh,SPSR NELLORE,1998,Kharif     ,rice,44700,133400,60,48,39,24.28209415,80.30025587,7.042299069,231.0863347
6373,Andhra Pradesh,SPSR NELLORE,1998,Rabi       ,rice,183300,542300,85,38,41,21.58711777,82.7883708,6.249050656,276.6552459
6388,Andhra Pradesh,SPSR NELLORE,1999,Kharif     ,rice,45768,136695,91,35,39,23.79391957,80.41817957,6.970859754,206.2611855
6400,Andhra Pradesh,SPSR NELLORE,1999,Rabi       ,rice,152441,407231,77,38,36,21.8652524,80.1923008,5.953933276,224.5550169
6421,Andhra Pradesh,SPSR NELLORE,2000,Kharif     ,rice,55041,171563,88,35,40,23.57943626,83.58760316,5.85393208,291.2986618
6436,Andhra Pradesh,SPSR NELLORE,2000,Rabi       ,rice,132867,367510,89,45,36,21.32504158,80.47476396,6.442475375,185.4974732
6459,Andhra Pradesh,SPSR NELLORE,2001,Kharif     ,rice,34297,108413,76,40,43,25.15745531,83.11713476,5.070175667,231.3843163
6474,Andhra Pradesh,SPSR NELLORE,2001,Rabi       ,rice,176106,597352,67,59,41,21.94766735,80.97384195,6.012632591,213.3560921
6499,Andhra Pradesh,SPSR NELLORE,2002,Kharif     ,rice,45511,149276,83,41,43,21.0525355,82.67839517,6.254028451,233.1075816
6515,Andhra Pradesh,SPSR NELLORE,2002,Rabi       ,rice,173384,522579,98,47,37,23.48381344,81.33265073,7.375482851,224.0581164
6552,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,rice,17885,49756,66,53,41,25.0756354,80.52389148,7.778915154,257.0038865
6568,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,rice,137031,364368,97,59,43,26.35927159,84.04403589,6.286500176,271.3586137
6604,Andhra Pradesh,SPSR NELLORE,2004,Kharif     ,rice,19326,56432,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026
6619,Andhra Pradesh,SPSR NELLORE,2004,Rabi       ,rice,167421,576933,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647
6642,Andhra Pradesh,SPSR NELLORE,2005,Kharif     ,rice,18036,55190,84,51,35,22.30157427,80.64416466,6.043304899,197.9791215
6655,Andhra Pradesh,SPSR NELLORE,2005,Rabi       ,rice,189671,713732,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204
6677,Andhra Pradesh,SPSR NELLORE,2006,Kharif     ,rice,60057,197167,92,35,40,22.17931888,80.33127223,6.357389366,200.0882787
6691,Andhra Pradesh,SPSR NELLORE,2006,Rabi       ,rice,181863,659617,85,37,39,24.52783742,82.73685569,6.364134968,224.6757231
6708,Andhra Pradesh,SPSR NELLORE,2007,Kharif     ,rice,46000,162000,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274
6716,Andhra Pradesh,SPSR NELLORE,2007,Rabi       ,rice,188000,695000,88,54,44,25.7354293,83.88266234,6.149410611,233.1321372
6733,Andhra Pradesh,SPSR NELLORE,2008,Kharif     ,rice,65233,233795,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987
6746,Andhra Pradesh,SPSR NELLORE,2008,Rabi       ,rice,191854,763003,99,57,35,26.75754171,81.17734011,5.960370061,272.2999056
6767,Andhra Pradesh,SPSR NELLORE,2009,Kharif     ,rice,67894,220248,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645
6780,Andhra Pradesh,SPSR NELLORE,2009,Rabi       ,rice,198993,783833,60,43,44,21.01944696,82.95221726,7.416245107,298.4018471
6800,Andhra Pradesh,SPSR NELLORE,2010,Kharif     ,rice,69873,228485,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554
6813,Andhra Pradesh,SPSR NELLORE,2010,Rabi       ,rice,200990,777027,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228
6836,Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,rice,53137,195269,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977
6851,Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,rice,201435,836157,83,60,36,25.59704938,80.14509262,6.903985986,200.834898
6877,Andhra Pradesh,SPSR NELLORE,2012,Kharif     ,rice,53866,214710,82,40,40,23.83067496,84.81360127,6.271478838,298.5601175
6898,Andhra Pradesh,SPSR NELLORE,2012,Rabi       ,rice,197403,811721,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937
6925,Andhra Pradesh,SPSR NELLORE,2013,Kharif     ,rice,32241,115455,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207
6948,Andhra Pradesh,SPSR NELLORE,2013,Rabi       ,rice,192652,795653,76,49,42,24.958779,84.47963372,5.206373153,196.9560008
6979,Andhra Pradesh,SPSR NELLORE,2014,Kharif     ,rice,62232,232561,74,39,38,23.24113501,84.59201843,7.782051313,233.0453455
7001,Andhra Pradesh,SPSR NELLORE,2014,Rabi       ,rice,178491,736454,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087
7009,Andhra Pradesh,SPSR NELLORE,2014,Whole Year ,rice,240723,969015,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781
7020,Andhra Pradesh,SRIKAKULAM,1997,Kharif     ,rice,185700,278500,60,36,43,23.43121862,83.06310136,5.286203711,219.9048349
7032,Andhra Pradesh,SRIKAKULAM,1997,Rabi       ,rice,600,2100,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155
7046,Andhra Pradesh,SRIKAKULAM,1998,Kharif     ,rice,194400,370700,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311
7057,Andhra Pradesh,SRIKAKULAM,1998,Rabi       ,rice,2000,7500,65,60,43,21.97199397,81.89918197,5.658169482,227.3637009
7069,Andhra Pradesh,SRIKAKULAM,1999,Kharif     ,rice,189027,323525,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725
7079,Andhra Pradesh,SRIKAKULAM,1999,Rabi       ,rice,1703,5867,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466
7101,Andhra Pradesh,SRIKAKULAM,2000,Kharif     ,rice,207461,399155,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583
7115,Andhra Pradesh,SRIKAKULAM,2000,Rabi       ,rice,1100,2012,91,36,45,24.44345477,82.45432595,5.950647577,267.9761948
7142,Andhra Pradesh,SRIKAKULAM,2001,Kharif     ,rice,178771,393654,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738
7156,Andhra Pradesh,SRIKAKULAM,2001,Rabi       ,rice,1584,3594,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192
7182,Andhra Pradesh,SRIKAKULAM,2002,Kharif     ,rice,153148,267550,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304
7196,Andhra Pradesh,SRIKAKULAM,2002,Rabi       ,rice,632,1602,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799
7232,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,rice,188219,421799,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717
7247,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,rice,2204,4496,70,36,42,21.84106875,80.72886384,6.946209881,202.3838319
7282,Andhra Pradesh,SRIKAKULAM,2004,Kharif     ,rice,190795,448561,76,47,42,20.08369642,83.29114712,5.739175027,263.6372176
7295,Andhra Pradesh,SRIKAKULAM,2004,Rabi       ,rice,2198,5743,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319
